Référence	ContexteGauche	Pivot	ContexteDroit
TXM_etude_des_moeurs	Société nous doit le bonheur. Êtes -vous	père	? lui demanda mon oncle. --Et moi, ai -je des
TXM_etude_des_moeurs	à peu près son récit. « Mon	père	avait une pupille, riche, belle et âgée de seize ans
TXM_etude_des_moeurs	nous nous mariâmes. Notre respect pour mon	père	et ma mère, vieillards de l'ancienne cour, nous empêcha
TXM_etude_des_moeurs	« Dix-huit mois après la mort de mon	père	, qui précéda ma mère de quelques mois dans la tombe,
TXM_etude_des_moeurs	colère contre elle que n'en a un	père	en voyant son enfant chéri dans le danger où il s'est
TXM_etude_des_moeurs	à Dieu comme un gage auquel obéit un	père	en reconnaissant une fête donnée à son enfant. » Bien des
TXM_etude_des_moeurs	déposer sur son front le baiser qu'un	père	donne à une fille bénie tous les jours. Me destituerez -vous
TXM_etude_des_moeurs	la vie d'un frère ou d'un	père	sans souffrance et sans joie si vous le voulez ; mais vous
TXM_etude_des_moeurs	il se trouvait un jour sans son pauvre	père	. Gardez mes secrets comme la tombe me gardera. Ne me
TXM_etude_des_moeurs	la familiarité du gentilhomme fût celle d'un	père	, pour le moment ses libertés parurent déplaire à la jeune fille
TXM_etude_des_moeurs	occupe de tes affaires, qui soit un	père	et un frère, un confident sûr ? Ma chère enfant,
TXM_etude_des_moeurs	aller chez Paz comme j'irais chez mon	père	. Ma fortune est la sienne. Enfin Thaddée est certain que
TXM_etude_des_moeurs	de la vie parisienne ? Élevée chez un	père	dissipateur, Clémentine ne savait rien de la tenue d'une maison
TXM_etude_des_moeurs	profondeur, où se tapit un orgueil de	père	et de Dieu, contient le culte de l'amour pour l'
TXM_etude_des_moeurs	toute heure et tous les jours. Mon	père	vient dîner avec nous, ainsi que mon oncle Ronquerolles et ma
TXM_etude_des_moeurs	dame, fit Paz, je suis un	père	au désespoir qui veut se tromper par une ressemblance. --Ainsi je
TXM_etude_des_moeurs	est auditeur au conseil d'État. Le	père	, très au fait des intrigues du ministère, raconte des anecdotes
TXM_etude_des_moeurs	dans la vallée d'Auge, et son	père	devait tôt ou tard lui laisser le château de Manerville avec toutes
TXM_etude_des_moeurs	les pommiers avaient trente-huit ans ; enfin son	père	était en marché pour acheter deux cents arpents de bois contigus à
TXM_etude_des_moeurs	les Beauséant. Le marquis de Beauséant le	père	a épousé une Champignelles de la branche aînée. Quoique la vicomtesse
TXM_etude_des_moeurs	Nueil en France : son frère et son	père	étaient morts ; il fallut quitter Genève. Les deux amants achetèrent
TXM_etude_des_moeurs	, monsieur le marquis de Beauséant (son	père	et son frère aîné étaient morts), le mari de madame
TXM_etude_des_moeurs	accompli le bonheur de monsieur de Nueil le	père	. Madame de Beauséant comprit que cette honorable douairière devait être son
TXM_etude_des_moeurs	de soin. L'inconnu devait être le	père	de cette enfant qui, sans le remercier, lui prit familièrement
TXM_etude_des_moeurs	entraîna brusquement dans le jardin. Le vieux	père	remarqua les regards émerveillés de quelques jeunes gens, et la tristesse
TXM_etude_des_moeurs	fabuleuses. —Allons donc plus vite, mon	père	, disait la jeune fille avec un air de lutinerie en entraînant
TXM_etude_des_moeurs	qu'à midi et demi, dit le	père	qui marchait presque en arrière de son impétueuse fille. A voir
TXM_etude_des_moeurs	l'avenir des jeunes gens. Quand le	père	et la fille arrivèrent sous le péristyle du pavillon au sommet duquel
TXM_etude_des_moeurs	sortir. —Tu le vois bien, mon	père	, nous sommes partis trop tard. Sa petite moue chagrine trahissait
TXM_etude_des_moeurs	pas à être foulée. —Restons, mon	père	. D'ici je puis encore apercevoir l'empereur. S'il
TXM_etude_des_moeurs	je ne l'aurais jamais vu. Le	père	tressaillit en entendant ces paroles, car sa fille avait des larmes
TXM_etude_des_moeurs	secret est facile à deviner pour un vieux	père	. Tout à coup Julie rougit, et jeta une exclamation dont
TXM_etude_des_moeurs	fléchir aussitôt, pour elle et pour son	père	, la consigne qu'il avait donnée lui -même ; puis,
TXM_etude_des_moeurs	l'empereur. Le jeune homme plaça le	père	et la fille près de la première borne de droite, devant
TXM_etude_des_moeurs	officier lui fit, ainsi qu'à son	père	, avant de disparaître avec prestesse. Le vieillard, qui semblait
TXM_etude_des_moeurs	le Carrousel. Quand Julie reporta sur son	père	le regard d'un écolier inquiet de son maître, le vieillard
TXM_etude_des_moeurs	voix basse en pressant la main de son	père	. L'aspect pittoresque et grandiose que présentait en ce moment le
TXM_etude_des_moeurs	elle s'était cramponnée au bras de son	père	à qui elle révélait involontairement ses pensées par la pression plus ou
TXM_etude_des_moeurs	elle s'accrocha plus violemment encore à son	père	, comme si elle -même eût été en danger de tomber.
TXM_etude_des_moeurs	le jardin des Tuileries. —Mais, mon	père	, disait -elle, il y a encore sur la place du
TXM_etude_des_moeurs	les troupes défilent. —Je pense, mon	père	, que vous vous trompez. Monsieur d'Aiglemont a dû les
TXM_etude_des_moeurs	n'eut pas de peine à croire son	père	quand elle eut jeté les yeux sur ce visage, auquel de
TXM_etude_des_moeurs	idées noires. —Ah ! s'écria le	père	en poussant un soupir, enfant gâté ! les meilleurs cœurs sont
TXM_etude_des_moeurs	ravissent vos cœurs. Julie étonnée regarda son	père	qui marchait lentement, et qui jetait sur elle des regards sans
TXM_etude_des_moeurs	-même... —Que dites -vous donc, mon	père	? —Je pense, Julie, que vous avez des secrets pour
TXM_etude_des_moeurs	j'espérais te voir fidèle à ton vieux	père	jusqu'à sa mort, j'espérais te conserver près de moi
TXM_etude_des_moeurs	tu ne me comprendrais pas, répondit le	père	en soupirant. —Dites toujours, reprit -elle en laissant échapper un
TXM_etude_des_moeurs	a beaucoup de _mais_. —Cependant, mon	père	, il faut bien qu'il ait de l'esprit et des
TXM_etude_des_moeurs	paru digne de toi, reprit le vieux	père	avec une sorte d'enthousiasme. Il s'arrêta un moment,
TXM_etude_des_moeurs	vie aventurière. —Vous voulez donc, mon	père	, répliqua Julie d'un ton qui tenait le milieu entre le
TXM_etude_des_moeurs	—Te marier pour moi ! s'écria le	père	avec un mouvement de surprise, pour moi, ma fille,
TXM_etude_des_moeurs	arbres, la voix prophétique de ton vieux	père	a retenti vainement à tes oreilles ! Le vieillard se tut,
TXM_etude_des_moeurs	jeune fille examina furtivement le visage de son	père	et quitta par degrés sa mine boudeuse. La profonde douleur gravée
TXM_etude_des_moeurs	vive impression. —Je vous promets, mon	père	, dit -elle d'une voix douce et altérée, de ne
TXM_etude_des_moeurs	, pour son malheur, triomphé de son	père	. —Julie, n'aimerais -tu pas à vivre ici ? —Oh
TXM_etude_des_moeurs	de deuil, et le portrait de son	père	lui apparut soudain. A cet aspect, des larmes, jusque
TXM_etude_des_moeurs	que lui avait causé la mort de son	père	, de qui elle portait encore le deuil. Au bout de
TXM_etude_des_moeurs	a pas été exempte de reproches. Mon	père	a plus d'une fois tâché de réprimer ma gaieté, car
TXM_etude_des_moeurs	ne pas avoir écouté la répugnance de mon	père	qui ne voulait pas de Victor pour gendre. Elle regarda sa
TXM_etude_des_moeurs	crut entendre encore la voix prophétique de son	père	. —Vous avez les mains brûlantes ! Sont -elles toujours ainsi ?
TXM_etude_des_moeurs	plus douce, l'arrêt porté par son	père	sur Victor. Elle eut peut-être une vive intuition de son avenir
TXM_etude_des_moeurs	aux Tuileries. Les prévoyantes paroles de son	père	retentissaient derechef à son oreille, et sa conscience lui reprochait d'
TXM_etude_des_moeurs	dont les croyances philosophiques furent celles de son	père	. Elle ne suivait aucune pratique religieuse. Pour elle, un
TXM_etude_des_moeurs	reprit le prêtre, cet homme était un	père	qui, d'une famille autrefois nombreuse, n'avait plus que
TXM_etude_des_moeurs	. Madame, ces trois enfants aimaient leur	père	autant qu'ils étaient aimés par lui. Si vous connaissiez bien
TXM_etude_des_moeurs	Non, il avait été plus qu'un	père	, il s'était fait leur frère, leur ami. Enfin
TXM_etude_des_moeurs	leur manquait. Les voilà partis, le	père	revient chez lui. La guerre commence, il reçoit des lettres
TXM_etude_des_moeurs	en si peu de temps, ce pauvre	père	avait placé toute sa vie. Oui, madame, ils étaient
TXM_etude_des_moeurs	paroles d'une voix douce : —Et le	père	est resté vivant, madame. Il a compris que si Dieu
TXM_etude_des_moeurs	pauvre petite Hélène est l'enfant de son	père	, l'enfant du devoir et du hasard ; elle ne rencontre
TXM_etude_des_moeurs	dit le prêtre. —Elle est tout son	père	, répondit la marquise en embrassant sa fille avec une chaleureuse expression
TXM_etude_des_moeurs	une société qui, à la mort du	père	ou de la mère, partage les biens et dit à chacun
TXM_etude_des_moeurs	ce malheur ? Hélène avait peut-être vengé son	père	. Sa jalousie était sans doute le glaive de Dieu. Cependant
TXM_etude_des_moeurs	marquis de Vandenesse alors en deuil de son	père	, et qui avait une succession à régler, se trouvait un
TXM_etude_des_moeurs	que l'innocence y triomphe toujours. Le	père	était parti sans attendre le dessert, tant sa fille et son
TXM_etude_des_moeurs	son papa n'avait pas pu être son	père	. Voilà que, quand il arrive en haut du pont qui
TXM_etude_des_moeurs	salle a crié après nous, et mon	père	nous a bien vite, bien vite emmenés... Monsieur de Vandenesse
TXM_etude_des_moeurs	—Il devait ne pas répondre, dit le	père	en regardant son fils avec froideur. La cause du brusque retour
TXM_etude_des_moeurs	du brusque retour des enfants et de leur	père	parut alors être bien connue du diplomate et de la marquise.
TXM_etude_des_moeurs	d'ét... Hélène, revenue avec son	père	du boudoir dans le salon, écoutait attentivement le notaire, et
TXM_etude_des_moeurs	légèrement inclinée, la tête de ce brave	père	restait dans une pose dont l'indolence peignait un calme parfait,
TXM_etude_des_moeurs	joie traçait des fossettes ingénues, certes un	père	et surtout une mère comprenaient ces petites âmes, pour eux déjà
TXM_etude_des_moeurs	, souvent impénétrables à l'observation d'un	père	ou même à la sagacité des mères : en sorte qu'il
TXM_etude_des_moeurs	sa lucide figure lorsqu'elle contemplait furtivement son	père	, un sentiment de profonde mélancolie était empreint dans ses gestes,
TXM_etude_des_moeurs	elle n'avait été si caressante pour son	père	, surtout quand la marquise n'était pas témoin de ses cajoleries
TXM_etude_des_moeurs	ses qualités. Dans son enfance, son	père	, un Anglais de vieille roche, lui avait donné une leçon
TXM_etude_des_moeurs	venait, pendant les vacances, chez son	père	, qui avait, comme tous les riches Anglais, un parc
TXM_etude_des_moeurs	à la chute du pavillon ; mais son	père	exigeait qu'il rentrât au collége au jour fixé pour l'ouverture
TXM_etude_des_moeurs	des classes ; de là brouille entre le	père	et le fils. La mère, comme toutes les mamans,
TXM_etude_des_moeurs	mamans, appuya le petit Fox. Le	père	promit alors solennellement à son fils qu'il attendrait aux vacances prochaines
TXM_etude_des_moeurs	kiosque. Fox retourne au collége. Le	père	crut qu'un petit garçon distrait par ses études oublierait cette circonstance
TXM_etude_des_moeurs	ce kiosque. Quand il vint chez son	père	, son premier soin fut d'aller voir le vieux bâtiment ;
TXM_etude_des_moeurs	moment du déjeuner, et dit à son	père	: —Vous m'avez trompé. Le vieux gentilhomme anglais dit avec
TXM_etude_des_moeurs	conscience par un manque de parole. Le	père	fit reconstruire le vieux pavillon comme il était ; puis, après
TXM_etude_des_moeurs	. Gustave, qui avait attentivement écouté son	père	, ferma le livre à l'instant. Il se fit un
TXM_etude_des_moeurs	rouler sa tête chancelante sur la poitrine du	père	et s'y endormit alors tout à fait, enveloppée dans les
TXM_etude_des_moeurs	, monte à ta chambre, dit le	père	adouci par la réponse de son fils. Et vous, dit
TXM_etude_des_moeurs	lui, songez que l'honneur de votre	père	repose sur votre discrétion. Vous devez n'avoir rien entendu.
TXM_etude_des_moeurs	penchant vers sa fille : —Hélène, votre	père	a laissé la clef sur la cheminée. La jeune fille étonnée
TXM_etude_des_moeurs	un ton de dignité froide. Si votre	père	rentrait et ne me trouvait pas, il me chercherait peut-être,
TXM_etude_des_moeurs	; mais je perdrai l'estime de mon	père	... —Comment ! dit la marquise avec un accent d'ironie.
TXM_etude_des_moeurs	Voici la clef, ma fille ! Votre	père	, en vous recommandant le silence sur ce qui se passe en
TXM_etude_des_moeurs	je serai perdue dans l'esprit de mon	père	. Veut -elle donc me priver de la tendresse qu'il a
TXM_etude_des_moeurs	qu'un instant avant le retour de son	père	, en sorte qu'elle ne put rien dire à sa mère
TXM_etude_des_moeurs	j'avais mis... ? —Oui, mon	père	. —Hélène, demanda-t -il d'une voix altérée par un tremblement
TXM_etude_des_moeurs	avez vu cet homme ? —Oui, mon	père	. —Il n'est pas alors naturel que vous ayez le dessein
TXM_etude_des_moeurs	, au moins cela est vrai, mon	père	. —Ah ! ma fille ?... dit la marquise à voix
TXM_etude_des_moeurs	mains sont teintes de sang, dit le	père	à sa fille. —Je les essuierai, répondit -elle. —Mais
TXM_etude_des_moeurs	heures d'existence que m'a vendues votre	père	, que de me refuser à votre dévouement ? —Et vous aussi
TXM_etude_des_moeurs	que cela signifie ? lui dirent ensemble son	père	et sa mère. Elle resta silencieuse et baissa les yeux après
TXM_etude_des_moeurs	tes frères, ta petite sœur. —Mon	père	, répondit -elle, je ne suis ni jalouse ni amoureuse de
TXM_etude_des_moeurs	aux siennes... —Quelle vie ! dit le	père	. —Une vie de femme, répondit la fille en murmurant.
TXM_etude_des_moeurs	se tournant vers Hélène. —Soit ! mon	père	, répondit -elle avec un calme désespérant, j'y mourrai.
TXM_etude_des_moeurs	tapis... —Ma fille, dit alors le	père	abattu par cette lutte effroyable, vous êtes libre. Embrassez votre
TXM_etude_des_moeurs	elle est heureuse avec vous, répondit le	père	en faisant un incroyable effort, je ne la regretterai pas.
TXM_etude_des_moeurs	pas. Hélène s'agenouilla timidement devant son	père	, et lui dit d'une voix caressante : —O mon père
TXM_etude_des_moeurs	dit d'une voix caressante : —O mon	père	, je vous aime et vous vénère, que vous me prodiguiez
TXM_etude_des_moeurs	votre destinée. —Inconcevable ! s'écria le	père	. La marquise lança sur sa fille un regard extraordinaire, et
